Thickness,BedTop,GS,SectName,SectLoc,UTM_E,UTM_N,BedNumber,Reservoir,Amalg,PlanarLaminations,RippleLaminations,CrossBedding,ClimbingRipples,NestedScourfills,RipUpClasts,DishStructures,WavyLaminations,ImbricatedClasts,Facies,FaciesBlockNum,Element,ElementBlockNum,ElementSet,ElementSetBlockNum,BedThick,BedMeanGS,BedMaxGS,FaciesThick,FaciesMeanGS,FaciesNetGross,ElementThick,ElementMeanGS,ElementSetThick,ElementSetMeanGS,ElementSetNetGross
14.06,0,1.807692306,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.07,0,1.788461536,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.08,0,1.769230766,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.09,0,1.749999996,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.1,0,1.730769227,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.11,0,1.711538457,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.12,0,1.692307687,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.13,0,1.673076917,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.14,0,1.653846148,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.15,0,1.645979015,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.16,0,1.638111882,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.17,0,1.63024475,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.18,0,1.622377617,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.19,0,1.614510485,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.2,0,1.606643352,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.21,0,1.598776219,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.22,0,1.590909087,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.23,0,1.583041954,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.24,0,1.575174821,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.25,0,1.567307689,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.26,0,1.559440556,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.27,0,1.551573424,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.28,0,1.543706291,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.29,0,1.535839158,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.3,0,1.527972026,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.31,0,1.520104893,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.32,0,1.512237761,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.33,0,1.504370628,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.34,0,1.496503495,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.35,0,1.488636363,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.36,0,1.48076923,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.37,0,1.467948717,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.38,0,1.455128204,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.39,0,1.442307692,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.4,0,1.429487179,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.41,0,1.416666666,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.42,0,1.403846153,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.43,0,1.39102564,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.44,0,1.378205127,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.45,0,1.365384614,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.46,0,1.352564101,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.47,0,1.339743588,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.48,0,1.326923076,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.49,0,1.314102563,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.5,0,1.30128205,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.51,0,1.288461537,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.52,0,1.275641024,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.53,0,1.262820511,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.54,0,1.249999998,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.55,0,1.229166665,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.56,0,1.208333332,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.57,0,1.187499999,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.58,0,1.166666666,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.59,0,1.145833333,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.6,0,1.125,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.61,0,1.104166667,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.62,0,1.083333334,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.63,0,1.062500001,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.64,0,1.041666668,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.65,0,1.020833335,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.66,0,1.000000002,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.67,0,0.945238097,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.68,0,0.890476191,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.69,0,0.835714286,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.7,0,0.780952381,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.71,0,0.726190476,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.72,0,0.671428571,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.73,0,0.616666666,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.74,0,0.579270832,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.75,0,0.541874999,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.76,0,0.504479166,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.77,0,0.467083333,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.78,0,0.4296875,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.79,0,0.392291666,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.8,0,0.354895833,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.81,0,0.3175,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.82,0,0.308020833,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.83,0,0.298541667,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.84,0,0.2890625,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.85,0,0.279583333,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.86,0,0.270104167,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.87,0,0.260625,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.88,0,0.2565625,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.89,0,0.2525,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.9,0,0.2525,MaudBay,NWMayneIsland,478545,5413334,51,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.91,1,0.2525,MaudBay,NWMayneIsland,478545,5413334,51,1,1,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,0.93,1.212414184,1.923076924,,,,,,,,
14.92,0,1.5,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.93,0,1.5,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.94,0,1.5,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.95,0,1.493589743,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.96,0,1.487179487,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.97,0,1.48076923,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.98,0,1.474358974,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
14.99,0,1.467948717,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15,0,1.46153846,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.01,0,1.455128204,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.02,0,1.448717947,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.03,0,1.442307691,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.04,0,1.435897434,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.05,0,1.429487177,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.06,0,1.423076921,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.07,0,1.416666664,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.08,0,1.410256408,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.09,0,1.403846151,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.1,0,1.398860396,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.11,0,1.393874641,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.12,0,1.388888886,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.13,0,1.383903131,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.14,0,1.378917376,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.15,0,1.373931622,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.16,0,1.368945867,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.17,0,1.363960112,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.18,0,1.358974357,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.19,0,1.353988602,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.2,0,1.349002847,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.21,0,1.344017092,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.22,0,1.339031337,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.23,0,1.334045582,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.24,0,1.329059827,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.25,0,1.324074072,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.26,0,1.319088317,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.27,0,1.314102562,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.28,0,1.309116807,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.29,0,1.304131053,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.3,0,1.299145298,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.31,0,1.294159543,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.32,0,1.289173788,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.33,0,1.284188033,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.34,0,1.279202278,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.35,0,1.274216523,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.36,0,1.269230768,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.37,0,1.265224358,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.38,0,1.261217948,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.39,0,1.257211538,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.4,0,1.253205127,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.41,0,1.249198717,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.42,0,1.245192307,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.43,0,1.241185897,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.44,0,1.237179487,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.45,0,1.233173077,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.46,0,1.229166667,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.47,0,1.225160256,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.48,0,1.221153846,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.49,0,1.217147436,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.5,0,1.213141026,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
15.51,0,1.209134616,MaudBay,NWMayneIsland,478545,5413334,52,1,0,,,,,NestedScourfills,,,,,AmalgSandstone,5,ChannelFIll,4,ChannelComplex,2,,,,,,,,,,,
