Thickness,ContinuousMeasurement1,ContinuousMeasurement2
10.24,0.377673634,0.860524732
10.25,0.582924081,0.420450999
10.26,0.874285371,0.244646049
10.27,0.873755137,0.950375125
10.28,0.801903381,0.161129258
10.29,0.154763114,0.783673011
10.3,0.397857348,0.642173741
10.31,0.274972738,0.91015175
10.32,0.958587435,0.824094945
10.33,0.793791045,0.038105069
10.34,0.737649482,0.462490016
10.35,0.796908405,0.354997104
10.36,0.202308076,0.379267449
10.37,0.391984946,0.676179463
10.38,0.307732703,0.2456609
10.39,0.485792969,0.087009114
10.4,0.292952006,0.825358768
10.41,0.14874495,0.822654518
10.42,0.07798447,0.422509472
10.43,0.842112438,0.30947365
10.44,0.786225198,0.438591609
10.45,0.440226889,0.834673973
10.46,0.176780454,0.104207633
10.47,0.653882718,0.169079261
10.48,0.043911425,0.618534107
10.49,0.749999277,0.109040745
10.5,0.448471655,0.296885003
10.51,0.220204095,0.068843661
10.52,0.894746699,0.918346861
10.53,0.600455107,0.566182828
10.54,0.355049099,0.00665978
10.55,0.827771664,0.129481467
10.56,0.741973985,0.18378906
10.57,0.054207945,0.266587747
10.58,0.305763383,0.525026998
10.59,0.523602393,0.052098789
10.6,0.038097397,0.873593309
10.61,0.222376926,0.119172063
10.62,0.639540616,0.932623224
10.63,0.727771658,0.609431124
10.64,0.905637807,0.332860588
10.65,0.511643997,0.166698863
10.66,0.835304621,0.898402328
10.67,0.103247523,0.042779359
10.68,0.956196552,0.002759927
10.69,0.593642066,0.523922838
10.7,0.933902419,0.729954501
10.71,0.051678525,0.060732037
10.72,0.971049836,0.499539618
10.73,0.308125449,0.639754549
10.74,0.300002351,0.695064535
10.75,0.232895833,0.386381811
10.76,0.617363778,0.493776527
10.77,0.797355881,0.393190612
10.78,0.949298669,0.419115158
10.79,0.222945254,0.558832492
10.8,0.239582457,0.091287683
10.81,0.51961734,0.945516725
10.82,0.456575861,0.204900856
10.83,0.461023517,0.149214483
10.84,0.191517254,0.333287309
10.85,0.785378864,0.475716877
10.86,0.691756498,0.517361102
10.87,0.108884543,0.04754135
10.88,0.029068886,0.906890071
10.89,0.757358774,0.080748216
10.9,0.20544736,0.702299878
10.91,0.777368181,0.59358399
10.92,0.816911143,0.045919962
10.93,0.431088512,0.768058712
10.94,0.79146744,0.571657785
10.95,0.190294002,0.654440449
10.96,0.502031548,0.118769933
10.97,0.232468381,0.312302902
10.98,0.153705422,0.92923181
10.99,0.273902383,0.32940572
11,0.221431342,0.538727135
11.01,0.283104403,0.141543251
11.02,0.420160947,0.218508658
11.03,0.240095369,0.222395941
11.04,0.823741335,0.379390761
11.05,0.363690451,0.61293187
11.06,0.166164184,0.20972965
11.07,0.015209672,0.443556282
11.08,0.562526254,0.542703709
11.09,0.945041334,0.921860536
11.1,0.303544125,0.57922117
11.11,0.449784246,0.973283276
11.12,0.029170487,0.543165056
11.13,0.232971574,0.824474402
11.14,0.240985832,0.25791543
11.15,0.110054796,0.769655336
11.16,0.114204494,0.4110109
11.17,0.563909558,0.968505125
11.18,0.094671519,0.847762541
11.19,0.258316763,0.98759962
11.2,0.013214414,0.439567059
11.21,0.469210563,0.423876071
11.22,0.390407139,0.450857505
11.23,0.05506473,0.941515712
11.24,0.9403374,0.531579128
11.25,0.566868381,0.405991454
11.26,0.92747175,0.481673844
11.27,0.701121056,0.03419515
11.28,0.565319652,0.194437913
11.29,0.403399502,0.254271506
11.3,0.735221325,0.552378182
11.31,0.526423741,0.894987509
11.32,0.99781667,0.627134941
11.33,0.97560899,0.567917037
11.34,0.173984565,0.966551108
11.35,0.243796555,0.691734916
11.36,0.758693837,0.590024964
11.37,0.643650472,0.885733315
11.38,0.899473622,0.406155216
11.39,0.463322393,0.820238595
11.4,0.315238911,0.625396168
11.41,0.348597733,0.768114706
11.42,0.674508554,0.513855165
11.43,0.563236894,0.736201597
11.44,0.54964746,0.11341661
11.45,0.446078146,0.827518711
11.46,0.327714655,0.693145909
11.47,0.276512345,0.592970203
11.48,0.859972565,0.630584792
11.49,0.883727696,0.702100693
11.5,0.021005307,0.702861386
11.51,0.214905275,0.096477291
11.52,0.955024823,0.707048446
11.53,0.445299132,0.117296684
11.54,0.062102165,0.030129077
11.55,0.061593135,0.510502883
11.56,0.460227282,0.579418712
11.57,0.799814745,0.063982536
11.58,0.750518105,0.395720443
11.59,0.3895624,0.861963927
11.6,0.745191359,0.691720754
11.61,0.972959822,0.676713105
11.62,0.124638254,0.980327908
11.63,0.922127073,0.949342855
11.64,0.932356649,0.134686542
11.65,0.444361805,0.438693713
11.66,0.67645266,0.495788928
11.67,0.687264269,0.843215474
11.68,0.943319387,0.988671347
11.69,0.147911581,0.019119994
11.7,0.188487515,0.884163226
11.71,0.083657264,0.693259071
11.72,0.448595731,0.065769606
11.73,0.230667551,0.238142002
11.74,0.515894316,0.587484749
11.75,0.360045278,0.404641322
11.76,0.031950581,0.176060305
11.77,0.22750823,0.23222822
11.78,0.844643052,0.021481453
11.79,0.414620642,0.652524856
11.8,0.867459406,0.867628211
11.81,0.479221538,0.354493498
11.82,0.926451574,0.965995232
11.83,0.102096799,0.880358616
11.84,0.782192899,0.190072555
11.85,0.376607645,0.493885439
11.86,0.741871599,0.100652154
11.87,0.290207194,0.079292931
11.88,0.096223453,0.578813489
11.89,0.170401738,0.209622815
11.9,0.245491965,0.01820236
11.91,0.097533144,0.335372366
11.92,0.817071479,0.275330184
11.93,0.541413803,0.466221704
11.94,0.327593521,0.820767389
11.95,0.543404675,0.499134543
11.96,0.746665569,0.18328254
11.97,0.187615253,0.506661018
11.98,0.682198159,0.257642778
11.99,0.919738651,0.753505755
12,0.448884653,0.769555787
12.01,0.675448295,0.128822136
12.02,0.681221371,0.441695488
12.03,0.470497969,0.399492126
12.04,0.943162545,0.076524139
12.05,0.009188493,0.524536147
12.06,0.500860431,0.788405205
12.07,0.782541322,0.510154929
12.08,0.417795687,0.077828791
12.09,0.356408404,0.45164267
12.1,0.039037724,0.368330559
12.11,0.911598253,0.870190646
12.12,0.017748089,0.529319701
12.13,0.832186643,0.716970735
12.14,0.966688649,0.501894464
12.15,0.944684169,0.063567596
12.16,0.610744252,0.919079221
12.17,0.900629038,0.388925981
12.18,0.828727385,0.019730903
12.19,0.663049793,0.749659047
12.2,0.486745687,0.274359463
12.21,0.257835061,0.238479057
12.22,0.850996574,0.296427951
12.23,0.327279892,0.290245676
12.24,0.720209389,0.71383072
12.25,0.781282795,0.555773253
12.26,0.542032877,0.735427439
12.27,0.342085967,0.375227935
12.28,0.902207597,0.757790701
12.29,0.454482736,0.784671354
12.3,0.967835848,0.619272678
12.31,0.810051906,0.743176457
12.32,0.416182431,0.977933578
12.33,0.792026187,0.127459359
12.34,0.833419739,0.350493019
12.35,0.328264845,0.104742328
12.36,0.144237871,0.170945014
12.37,0.487392035,0.504660643
12.38,0.967526984,0.024270103
12.39,0.260475472,0.161754138
12.4,0.736679183,0.041743295
12.41,0.221041092,0.939739072
12.42,0.058798645,0.297390166
12.43,0.304993577,0.358679624
12.44,0.229302748,0.961779247
12.45,0.48895527,0.271359613
12.46,0.009062677,0.733213144
12.47,0.767707655,0.396249745
12.48,0.457720533,0.051106826
12.49,0.865794913,0.985628442
12.5,0.461149533,0.213925939
12.51,0.804309314,0.24602548
12.52,0.853659366,0.271992391
12.53,0.660371005,0.363937614
12.54,0.462502425,0.159807122
12.55,0.488106978,0.32883342
12.56,0.238040772,0.634322036
12.57,0.805810259,0.098818298
12.58,0.415474184,0.083391902
12.59,0.112472165,0.451833647
12.6,0.466171675,0.144735714
12.61,0.655409605,0.927948673
12.62,0.284594641,0.855349194
12.63,0.314052512,0.068869634
12.64,0.68593885,0.016070108
12.65,0.300245863,0.706829965
12.66,0.973136236,0.204640387
12.67,0.446869779,0.190806427
12.68,0.140140012,0.371891653
12.69,0.335542805,0.764062194
12.7,0.296657927,0.176780767
12.71,0.846963377,0.716101873
12.72,0.890978925,0.152469951
12.73,0.152271961,0.192719554
12.74,0.543996765,0.866276052
12.75,0.053134127,0.811814655
12.76,0.122864921,0.64679807
12.77,0.02407047,0.945816972
12.78,0.424035077,0.23277437
12.79,0.105160533,0.802292963
12.8,0.631324038,0.552569118
12.81,0.618374019,0.922424495
12.82,0.023157777,0.456846879
12.83,0.677802713,0.814280784
12.84,0.79094736,0.556929322
12.85,0.241735031,0.156302187
12.86,0.821484047,0.958104087
12.87,0.774453758,0.131001817
12.88,0.187875959,0.363778294
12.89,0.870525794,0.495997564
12.9,0.125250096,0.915372035
12.92,0.179311983,0.51412602
12.93,0.77217365,0.792931018
12.94,0.728149482,0.20836943
12.95,0.988050983,0.119940137
12.96,0.073301557,0.127476971
12.97,0.785409638,0.324374936
12.98,0.478085215,0.38108705
12.99,0.119659032,0.870343902
13,0.165492556,0.092354415
13.01,0.707914972,0.212835525
13.02,0.519917075,0.576824778
13.03,0.998537589,0.235361303
13.04,0.221509024,0.223759207
13.05,0.137789882,0.279496799
13.06,0.352055951,0.204093178
13.07,0.135276542,0.993764502
13.08,0.715676385,0.436654879
13.09,0.108584267,0.953578436
13.1,0.503568929,0.169340638
13.11,0.202849466,0.785367809
13.12,0.177134719,0.493963804
13.13,0.120168629,0.736492137
13.14,0.596288917,0.853343582
13.15,0.524147549,0.068802486
13.16,0.579386996,0.345580085
13.17,0.325138597,0.764686789
13.18,0.675807287,0.833366351
13.19,0.988372911,0.348964173
13.2,0.434891376,0.324874966
13.21,0.818138815,0.927717356
13.22,0.706565091,0.905513185
13.23,0.501200736,0.661175317
13.24,0.300907969,0.247742338
13.25,0.95439264,0.602040085
13.26,0.922067709,0.37700995
13.27,0.469694135,0.77216893
13.28,0.5222564,0.767773595
13.29,0.730077598,0.460613679
13.3,0.068005572,0.13393386
13.31,0.752629661,0.1171445
13.32,0.220971011,0.440889696
13.33,0.445448041,0.308013002
13.34,0.342505509,0.167790356
13.35,0.42553301,0.884754485
13.36,0.256458822,0.559262452
13.37,0.938343119,0.090973866
13.38,0.766623363,0.35280452
13.39,0.118710792,0.750882536
13.4,0.373136788,0.483539624
13.41,0.825955217,0.904365985
13.42,0.62753509,0.905253079
13.43,0.265989454,0.550770367
13.44,0.786036219,0.330735403
13.45,0.729698202,0.281031243
13.46,0.18853429,0.382208972
13.47,0.723969093,0.269102536
13.48,0.985861085,0.995432467
13.49,0.798680116,0.0357927
13.5,0.345360511,0.943406012
13.51,0.388790192,0.611153028
13.52,0.482149844,0.329031355
13.53,0.263851137,0.013065443
13.54,0.550946695,0.526191017
13.55,0.676731425,0.079679306
13.56,0.129707698,0.973027636
13.57,0.932155772,0.404234317
13.58,0.028141823,0.188779154
13.59,0.403383951,0.061741822
13.6,0.058387036,0.948276665
13.61,0.00651137,0.580058962
13.62,0.24015361,0.751467015
13.63,0.703514291,0.818933771
13.64,0.961520418,0.268124826
13.65,0.645691788,0.196966113
13.66,0.4891918,0.188419022
13.67,0.94649109,0.624436884
13.68,0.491404079,0.939352672
13.69,0.625359532,0.070680768
13.7,0.799712372,0.376456379
13.71,0.514069436,0.709380994
13.72,0.16680734,0.488332058
13.73,0.960147435,0.003110146
13.74,0.921725659,0.769543071
13.75,0.453203928,0.693625909
13.76,0.352047348,0.272018286
13.77,0.162358224,0.817285447
13.78,0.761747965,0.963634547
13.79,0.005323702,0.997077444
13.8,0.897143242,0.743912585
13.81,0.583268206,0.41683169
13.82,0.746880902,0.239522486
13.83,0.689271124,0.056190342
13.84,0.192878277,0.077027788
13.85,0.87851649,0.753162655
13.86,0.501416275,0.666309883
13.87,0.285889606,0.022171825
13.88,0.665510906,0.619403133
13.89,0.203507281,0.943077845
13.9,0.26516891,0.22613601
13.91,0.435624531,0.483232137
13.92,0.577726389,0.916234189
13.93,0.252005972,0.933393523
13.94,0.104954126,0.041143509
13.95,0.243584934,0.692267171
13.96,0.858520613,0.680736002
13.97,0.303098888,0.985344635
13.98,0.433521552,0.856897923
13.99,0.094687926,0.171007273
14,0.102062756,0.607179612
14.01,0.69200716,0.099929683
14.02,0.365860794,0.600869604
14.03,0.270863366,0.170172429
14.04,0.325926904,0.765803536
14.05,0.923077176,0.403604763
14.06,0.093031439,0.377953445
14.07,0.700355183,0.62294373
14.08,0.430338197,0.033148152
14.09,0.908791093,0.738522362
14.1,0.341497276,0.205131039
14.11,0.54506685,0.172315331
14.12,0.029053044,0.817223575
14.13,0.052087757,0.597431914
14.14,0.128931336,0.767804548
14.15,0.093833209,0.269939394
14.16,0.484519664,0.628705749
14.17,0.888221666,0.912808416
14.18,0.256864042,0.556110855
14.19,0.915294064,0.909252532
14.2,0.502768973,0.406497601
14.21,0.114059953,0.926790386
14.22,0.473470388,0.577304877
14.23,0.11842906,0.0657593
14.24,0.012796447,0.954679211
14.25,0.819613369,0.523106802
14.26,0.270323731,0.728343588
14.27,0.771181106,0.526169975
14.28,0.167758785,0.799017487
14.29,0.96612824,0.959642101
14.3,0.956594132,0.053201371
14.31,0.646215216,0.8866207
14.32,0.335210838,0.78751865
14.33,0.361219914,0.382717103
14.34,0.090088067,0.538144059
14.35,0.919080088,0.862696878
14.36,0.628703499,0.43538213
14.37,0.445854664,0.473925675
14.38,0.874075337,0.399102448
14.39,0.026349298,0.56950981
14.4,0.696093432,0.153722961
14.41,0.862462874,0.339043042
14.42,0.247147434,0.073364959
14.43,0.371756688,0.323024654
14.44,0.500855732,0.70555824
14.45,0.35702856,0.243583059
14.46,0.646304451,0.550040938
14.47,0.702136179,0.492536206
14.48,0.833778333,0.075481401
14.49,0.58703824,0.869881444
14.5,0.993012417,0.675114021
14.51,0.061794862,0.712589102
14.52,0.169534338,0.665654989
14.53,0.744507736,0.823274203
14.54,0.985311531,0.191522961
14.55,0.652180659,0.823957675
14.56,0.327015891,0.509743623
14.57,0.791420646,0.23024834
14.58,0.100946611,0.672872379
14.59,0.083855632,0.126748664
14.6,0.186276085,0.761247497
14.61,0.344455041,0.303938511
14.62,0.12123648,0.432737587
14.63,0.959666524,0.872267412
14.64,0.041516253,0.74539096
14.65,0.737445721,0.310347445
14.66,0.620235608,0.290851473
14.67,0.142408029,0.962916763
14.68,0.373505837,0.895145528
14.69,0.654235749,0.263819663
14.7,0.767761649,0.816092143
14.71,0.751517617,0.849128291
14.72,0.535228343,0.16982595
14.73,0.267771098,0.181546272
14.74,0.513766691,0.857280571
14.75,0.31950212,0.506050685
14.76,0.515927785,0.017755352
14.77,0.065098428,0.751607212
14.78,0.164191529,0.667439771
14.79,0.156067278,0.847835908
14.8,0.692013056,0.252527156
14.81,0.777232247,0.946718603
14.82,0.036928918,0.287512919
14.83,0.056354958,0.435685921
14.84,0.693980226,0.814603977
14.85,0.394488665,0.870407841
14.86,0.161300806,0.519469456
14.87,0.039539021,0.267965063
14.88,0.960002979,0.853595193
14.89,0.724164857,0.545913278
14.9,0.542388561,0.569737418
14.91,0.659818144,0.563161997
14.92,0.380175177,0.082525428
14.93,0.093675962,0.085811028
14.94,0.792876682,0.311353573
14.95,0.91370526,0.043250221
14.96,0.805125013,0.568606818
14.97,0.464076203,0.309575046
14.98,0.534546162,0.816972043
14.99,0.877885843,0.739202717
15,0.749254062,0.042012538
15.01,0.960300161,0.346733254
15.02,0.070731656,0.23351456
15.03,0.784844587,0.338222611
15.04,0.457159751,0.893846236
15.05,0.373611345,0.606758928
15.06,0.205215421,0.167932708
15.07,0.490270089,0.336291765
15.08,0.330125631,0.278007126
15.09,0.623960019,0.630968286
15.1,0.892391153,0.028250094
15.11,0.80392612,0.629640674
15.12,0.351408596,0.301167734
15.13,0.566414193,0.057006819
15.14,0.519283041,0.082199044
15.15,0.976706423,0.387392069
15.16,0.149563247,0.298892566
15.17,0.147428487,0.94784572
15.18,0.963959683,0.851831484
15.19,0.199568343,0.021928161
15.2,0.441950544,0.362076542
15.21,0.423074837,0.90771727
15.22,0.116042612,0.424186057
15.23,0.78083882,0.748443321
15.24,0.637535888,0.775093962
15.25,0.394405417,0.921799577
15.26,0.176014707,0.542914697
15.27,0.06949973,0.274840414
15.28,0.084186332,0.354887312
15.29,0.077766212,0.318388872
15.3,0.208749018,0.432467512
15.31,0.432252937,0.007308064
15.32,0.809005476,0.982784483
15.33,0.262165912,0.555204022
15.34,0.998525526,0.046534846
15.35,0.955983404,0.490047053
15.36,0.229356281,0.948986215
15.37,0.733387471,0.201740792
15.38,0.675348712,0.408651042
15.39,0.791912112,0.730438037
15.4,0.012938408,0.084611
15.41,0.210085116,0.850645362
15.42,0.661334216,0.110645585
15.43,0.519411733,0.611311693
15.44,0.794196526,0.774004149
15.45,0.938513518,0.254191283
15.46,0.075304548,0.035715304
15.47,0.165056275,0.529776929
15.48,0.791149206,0.172297041
15.49,0.429246666,0.289140815
15.5,0.076776879,0.947873299
15.51,0.915588182,0.915916491
15.52,0.811919615,0.233296785
15.53,0.013410574,0.70437182
15.54,0.284482176,0.057185715
15.55,0.04314076,0.781299192
15.56,0.965971378,0.163341135
15.57,0.637808246,0.36850392
15.58,0.215901576,0.357871134
15.59,0.449074606,0.135123852
15.6,0.980371551,0.075687379
15.61,0.174279623,0.246327631
15.62,0.806142737,0.64936562
15.63,0.990778041,0.255153873
15.64,0.561496767,0.93346928
15.65,0.770961903,0.579379534
15.66,0.802518976,0.816086627
15.67,0.12248284,0.632889105
15.68,0.312296546,0.618717068
15.69,0.357704543,0.82548737
15.7,0.289025929,0.050631844
15.71,0.279158049,0.912733511
15.72,0.37430886,0.766767088
15.73,0.427273134,0.991670102
15.74,0.559129352,0.648942466
15.75,0.720215245,0.914497843
15.76,0.785969644,0.698683651
15.77,0.582651785,0.614951331
15.78,0.251919996,0.270207684
15.79,0.958245153,0.775189708
15.8,0.909028238,0.751919956
15.81,0.517112475,0.238501809
15.82,0.108407473,0.146630874
15.83,0.208603468,0.588566938
15.84,0.045613719,0.015670144
15.85,0.278640185,0.178733688
15.86,0.821900113,0.359843769
15.87,0.845606139,0.236271393
15.88,0.086394422,0.750253217
15.89,0.534101588,0.740459813
15.9,0.237879209,0.367991783
15.91,0.969061906,0.629686843
15.92,0.829110796,0.044515456
15.93,0.299648108,0.604812383
15.94,0.751153463,0.404434956
15.95,0.618885311,0.740398334
15.96,0.535357782,0.174171622
15.97,0.924891945,0.653047905
15.98,0.915802701,0.643340688
15.99,0.583200271,0.262770837
16,0.363505918,0.800340304
16.01,0.872171429,0.478966117
16.02,0.078816178,0.489412461
18.71,0.90742437,0.561274658
18.72,0.020040521,0.720135917
18.73,0.514210705,0.613958994
18.74,0.879150114,0.370477966
18.75,0.139981735,0.845808555
18.76,0.697377371,0.832174135
18.77,0.191535922,0.401104604
18.78,0.450977044,0.253601504
18.79,0.236207125,0.928489651
18.8,0.764058317,0.673999568
18.81,0.686345115,0.915402127
18.82,0.229961045,0.551130878
18.83,0.523969942,0.290051764
18.84,0.144059348,0.55870027
18.85,0.018723481,0.795177806
18.86,0.902591319,0.63403285
18.87,0.897036909,0.482683308
18.88,0.742501393,0.688991975
18.89,0.505444623,0.998948124
18.9,0.296825358,0.521219632
18.91,0.546111097,0.260453418
18.92,0.427415062,0.012787246
18.93,0.777189687,0.779129848
18.94,0.798052019,0.256347687
18.95,0.389640473,0.683770791
18.96,0.252633798,0.883739966
18.97,0.744520468,0.962937679
18.98,0.532618385,0.137531936
18.99,0.89844934,0.271113975
19,0.163310803,0.955521675
19.01,0.37748138,0.466831446
19.02,0.185894542,0.672281039
19.03,0.121632418,0.485296863
19.04,0.94154042,0.521319753
19.05,0.609175782,0.37979452
19.06,0.045304068,0.718231416
19.07,0.185343126,0.244141141
19.08,0.822405957,0.031798638
19.09,0.712160069,0.370075636
19.1,0.885032734,0.097259789
19.11,0.300980763,0.070272252
19.12,0.438745931,0.430632112
19.13,0.561768496,0.364735836
19.14,0.745278122,0.619228428
19.15,0.043095129,0.523349541
19.16,0.629960462,0.490117862
19.17,0.570235262,0.809668578
19.18,0.42507733,0.083479326
19.19,0.377182384,0.023524059
19.2,0.912135109,0.595204667
19.21,0.967189209,0.516061243
19.22,0.323593529,0.208177848
19.23,0.510839043,0.688374202
19.24,0.58237318,0.145878487
19.25,0.771514245,0.747925325
19.26,0.529260776,0.428881476
19.27,0.70835683,0.313204773
19.28,0.304757315,0.666252883
19.29,0.792863609,0.280902305
19.3,0.221358095,0.472210006
19.31,0.379403165,0.475046128
19.32,0.768568941,0.655169942
19.33,0.901992632,0.534861252
19.34,0.464375552,0.73101817
19.35,0.03548492,0.664109496
19.36,0.234727962,0.0884397
19.37,0.97040151,0.421753421
19.38,0.736854662,0.959533581
19.39,0.826680927,0.023663104
19.4,0.704216979,0.767307781
19.41,0.288891112,0.336976328
19.42,0.687621275,0.569781476
19.43,0.932890925,0.873251806
19.44,0.796240692,0.202245419
19.45,0.073817626,0.229577566
19.46,0.481046249,0.258647485
19.47,0.91428623,0.631282771
19.48,0.864226969,0.925705361
19.49,0.624807043,0.429924436
19.5,0.192514957,0.289778653
19.51,0.996829056,0.931206772
19.52,0.873163292,0.676722159
19.53,0.659771608,0.705195116
19.54,0.8522453,0.203333209
19.55,0.365591146,0.914778306
19.56,0.170211048,0.065192852
19.57,0.838956077,0.421630824
19.58,0.61424421,0.850580334
19.59,0.720760546,0.347170322
19.6,0.815872175,0.700050062
19.61,0.960403564,0.255406784
19.62,0.61710748,0.312398635
19.63,0.391907162,0.970696313
19.64,0.164344434,0.277684675
19.65,0.024655456,0.462735249
19.66,0.307427296,0.350168272
19.67,0.920044494,0.62836865
19.68,0.471356646,0.072971911
19.69,0.138649405,0.579764966
19.7,0.31762693,0.279442955
19.71,0.948440431,0.291290206
19.72,0.54787826,0.199457679
19.73,0.325582686,0.709147575
19.74,0.960715471,0.87351264
19.75,0.246445803,0.193196812
19.76,0.851357941,0.03132338
19.77,0.135955681,0.984697136
19.78,0.906787961,0.069387691
19.79,0.298591643,0.628213279
19.8,0.637586007,0.400467239
19.81,0.067497834,0.460627554
19.82,0.881154828,0.084257036
19.83,0.502414348,0.412915551
19.84,0.568534675,0.357224566
19.85,0.645301829,0.941521045
19.86,0.564681956,0.998310415
19.87,0.45412793,0.425444291
19.88,0.433668375,0.010140206
19.89,0.210890822,0.195529817
19.9,0.653169666,0.656139599
19.91,0.034057662,0.881548576
19.92,0.881875544,0.501334989
19.93,0.529514023,0.265325932
19.94,0.216556209,0.880265363
19.95,0.099563676,0.807814679
19.96,0.249206974,0.889525013
19.97,0.900440674,0.907125444
19.98,0.727829572,0.751351122
19.99,0.753330414,0.245186139
20,0.821622308,0.89422942
20.01,0.101713214,0.140499543
20.02,0.272826446,0.026804249
20.03,0.073416859,0.703314934
20.04,0.838544528,0.62768884
20.05,0.060120531,0.858437135
20.06,0.352699614,0.795699144
20.07,0.614253004,0.378512557
20.08,0.027183226,0.073632059
20.09,0.339785971,0.734077548
20.1,0.092864503,0.418248992
20.11,0.170568516,0.712868321
20.12,0.875046109,0.949896117
20.13,0.638245645,0.021685115
20.14,0.12583005,0.786145937
20.15,0.112933397,0.863585809
20.16,0.160321955,0.415339827
20.17,0.225472513,0.13102066
20.18,0.707585392,0.759116665
20.19,0.949869047,0.730753686
20.2,0.289898258,0.929156134
20.21,0.353671218,0.180605873
20.22,0.984605531,0.268133758
20.23,0.326968332,0.156254484
20.24,0.454477525,0.596768037
20.25,0.526090799,0.945970001
20.26,0.4075516,0.27349543
20.27,0.241555728,0.25982452
20.28,0.188243887,0.592336894
20.29,0.950108851,0.168840261
20.3,0.326660737,0.996358148
20.31,0.910861922,0.192687372
20.32,0.046424602,0.956902206
20.33,0.200962732,0.851696368
20.34,0.688957764,0.674346927
20.35,0.628553694,0.894958659
20.36,0.81981374,0.434066701
20.37,0.713206175,0.489478546
20.38,0.435325437,0.194212647
20.39,0.307830715,0.18699559
20.4,0.209595415,0.287853005
20.41,0.142662692,0.320075433
20.42,0.555291536,0.869458529
20.43,0.773651474,0.247805726
20.44,0.435107234,0.263360356
20.45,0.026156934,0.475007354
20.46,0.222970299,0.818182186
20.47,0.729596565,0.224324474
20.48,0.358957895,0.24821377
20.49,0.257343604,0.300900037
20.5,0.275949126,0.512177642
20.51,0.435867513,0.713193571
20.52,0.375982335,0.048122451
20.53,0.648073596,0.478185783
20.54,0.960894341,0.400357648
20.55,0.632255196,0.369443108
20.56,0.472271432,0.650815643
20.57,0.385399803,0.451002979
20.58,0.050930651,0.569920049
20.59,0.50232345,0.410815164
20.6,0.575638081,0.825573331
20.61,0.221048712,0.999953339
20.62,0.908179812,0.738796164
20.63,0.222593814,0.599247342
20.64,0.271507438,0.756320069
20.65,0.386204067,0.075797812
20.66,0.440885957,0.596733345
20.67,0.722561158,0.265379723
20.68,0.447236361,0.978000445
20.69,0.469108452,0.02185096
20.7,0.24651419,0.003165376
20.71,0.047478313,0.951463254
20.72,0.876649645,0.896819663
20.73,0.963824882,0.280351814
20.74,0.209112319,0.044917867
20.75,0.79685803,0.44645794
20.76,0.399611282,0.85088244
20.77,0.039543559,0.30666292
20.78,0.910639501,0.434177641
20.79,0.124957959,0.195135251
20.8,0.018342797,0.524483426
20.81,0.135239325,0.233456662
20.82,0.056611854,0.908272642
20.83,0.063191314,0.05682208
20.84,0.452976446,0.490459887
20.85,0.546888369,0.188957714
20.86,0.784309727,0.099148492
20.87,0.02607322,0.781985703
20.88,0.966507667,0.829296707
20.89,0.238652314,0.754387882
20.9,0.841092807,0.230129869
20.91,0.568513568,0.26711595
20.92,0.767214552,0.035804553
20.93,0.565226425,0.031965028
20.94,0.042600295,0.124477626
20.95,0.960194871,0.689034782
20.96,0.929199254,0.947275702
20.97,0.043801267,0.236465978
20.98,0.202405474,0.744035746
20.99,0.510718673,0.625603421
21,0.312834227,0.749797158
21.01,0.323874844,0.296889649
21.02,0.348060507,0.714583373
21.03,0.544889089,0.943485711
21.04,0.260586252,0.516471458
21.05,0.069142776,0.717961026
21.06,0.373008597,0.953888687
21.07,0.497604527,0.057491105
21.08,0.878623947,0.904167348
21.09,0.403287138,0.567982143
21.1,0.540584411,0.106545349
21.11,0.904448768,0.080109884
21.12,0.317616461,0.589315041
21.13,0.245930575,0.98643828
21.14,0.021308316,0.562203573
21.15,0.60862993,0.820353625
21.16,0.74058219,0.825841109
21.17,0.62724458,0.01147203
21.18,0.885072372,0.126741382
21.19,0.688496766,0.577898519
21.2,0.362555334,0.275160125
21.21,0.845030168,0.277603384
21.22,0.809894032,0.870751298
21.23,0.611607141,0.02827919
21.24,0.607465284,0.114876433
21.25,0.000348452,0.106634043
21.26,0.078704602,0.973582241
21.27,0.037778735,0.949952621
21.28,0.439798023,0.075916458
21.29,0.016585124,0.657430349
21.3,0.864258977,0.84461901
21.31,0.855852206,0.004672642
21.32,0.532654927,0.585905013
21.33,0.002916417,0.481311548
21.34,0.43110311,0.346001156
21.35,0.920908294,0.902163327
21.36,0.138024471,0.707059499
21.37,0.934881292,0.851132735
21.38,0.371576101,0.117524431
21.39,0.717019448,0.30652035
21.4,0.099109323,0.425049788
21.41,0.283249609,0.225548765
21.42,0.01551019,0.325942037
21.43,0.970164776,0.257615244
21.44,0.142619047,0.248843326
21.45,0.003471769,0.315530265
21.46,0.596560757,0.61811925
21.47,0.468038618,0.38768439
21.48,0.688589336,0.244115722
21.49,0.747467291,0.740970632
21.5,0.08274853,0.560775045
21.51,0.19613597,0.5795301
21.52,0.464470231,0.647053803
21.53,0.95873466,0.522981964
21.54,0.03427316,0.245670029
21.55,0.22578758,0.434874247
21.56,0.175069228,0.030284668
21.57,0.390908669,0.785269597
21.58,0.902231548,0.175457506
21.59,0.963558828,0.44123389
21.6,0.001536573,0.534259766
21.61,0.226776364,0.087036933
21.62,0.776023551,0.829644951
21.63,0.99049828,0.162414978
21.64,0.499075427,0.172153756
21.65,0.871468206,0.069630145
21.66,0.476124545,0.090262703
